t_s,v_kmh,grade_pct,P_wheel_kW,P_direct_kW,P_bus_kW,P_batt_kW,E_batt_kWh,P_regen_capt_kW
241.9000,52.6997,0.1131,19.0634,0.0000,24.0227,-14.7172,-0.5305,0.0000
242.0000,52.7067,0.1128,19.7663,0.0000,24.8347,-15.5543,-0.5310,0.0000
242.1000,52.7159,0.1125,20.2148,0.0000,25.3528,-16.0884,-0.5314,0.0000
242.2000,52.7260,0.1122,20.7395,0.0000,25.9589,-16.7132,-0.5319,0.0000
242.3000,52.7390,0.1119,21.0137,0.0000,26.2756,-17.0398,-0.5323,0.0000
242.4000,52.7510,0.1116,20.9441,0.0000,26.1953,-16.9570,-0.5328,0.0000
242.5000,52.7634,0.1114,20.5596,0.0000,25.7510,-16.4990,-0.5333,0.0000
242.6000,52.7727,0.1111,19.8138,0.0000,24.8895,-15.6108,-0.5337,0.0000
242.7000,52.7797,0.1108,19.1369,0.0000,24.1075,-14.8046,-0.5341,0.0000
242.8000,52.7842,0.1106,18.4262,0.0000,23.2865,-13.9583,-0.5345,0.0000
242.9000,52.7861,0.1103,17.6322,0.0000,22.3693,-13.0126,-0.5349,0.0000
243.0000,52.7848,0.1101,16.9271,0.0000,21.5547,-12.1728,-0.5353,0.0000
243.1000,52.7818,0.1098,16.4461,0.0000,20.9990,-11.6000,-0.5356,0.0000
243.2000,52.7771,0.1096,16.1002,0.0000,20.5994,-11.1880,-0.5359,0.0000
243.3000,52.7716,0.1093,16.1354,0.0000,20.6401,-11.2300,-0.5362,0.0000
243.4000,52.7672,0.1091,16.6262,0.0000,21.2071,-11.8145,-0.5365,0.0000
243.5000,52.7653,0.1089,17.2208,0.0000,21.8940,-12.5226,-0.5369,0.0000
243.6000,52.7652,0.1087,17.5495,0.0000,22.2737,-12.9141,-0.5372,0.0000
243.7000,52.7656,0.1084,17.6803,0.0000,22.4248,-13.0699,-0.5376,0.0000
243.8000,52.7664,0.1082,17.6264,0.0000,22.3625,-13.0057,-0.5379,0.0000
243.9000,52.7664,0.1080,6.3415,0.0000,9.3259,0.4085,-0.5381,0.0000
244.0000,52.6865,0.1078,-15.8504,0.0000,-11.7205,20.8235,-0.5378,15.8504
244.1000,52.5278,0.1076,-37.6349,0.0000,-30.5779,39.1151,-0.5370,37.6349
244.2000,52.2913,0.1074,-59.2223,0.0000,-49.2645,57.2412,-0.5357,59.2223
244.3000,51.9759,0.1072,-80.4989,0.0000,-62.9221,70.4891,-0.5339,75.0000
244.4000,51.5829,0.1070,-90.6076,0.0000,-62.9221,70.4891,-0.5319,75.0000
244.5000,51.1899,0.1068,-90.0307,0.0000,-62.9221,70.4891,-0.5300,75.0000
244.6000,50.7970,0.1066,-89.4511,0.0000,-62.9221,70.4891,-0.5280,75.0000
244.7000,50.4040,0.1065,-88.8689,0.0000,-62.9221,70.4891,-0.5260,75.0000
244.8000,50.0110,0.1063,-88.2841,0.0000,-62.9221,70.4891,-0.5241,75.0000
244.9000,49.6180,0.1061,-87.6968,0.0000,-62.9221,70.4891,-0.5221,75.0000
245.0000,49.2250,0.1060,-87.1069,0.0000,-62.9221,70.4891,-0.5202,75.0000
245.1000,48.8320,0.1058,-86.5144,0.0000,-62.9221,70.4891,-0.5182,75.0000
245.2000,48.4390,0.1057,-85.9195,0.0000,-62.9221,70.4891,-0.5163,75.0000
245.3000,48.0461,0.1055,-85.3221,0.0000,-62.9221,70.4891,-0.5143,75.0000
245.4000,47.6531,0.1054,-84.7222,0.0000,-62.9221,70.4891,-0.5123,75.0000
245.5000,47.2601,0.1053,-84.1198,0.0000,-62.9221,70.4891,-0.5104,75.0000
245.6000,46.8671,0.1051,-83.5150,0.0000,-62.9221,70.4891,-0.5084,75.0000
245.7000,46.4741,0.1050,-82.9079,0.0000,-62.9221,70.4891,-0.5065,75.0000
245.8000,46.0811,0.1049,-82.2983,0.0000,-62.9221,70.4891,-0.5045,75.0000
245.9000,45.6881,0.1048,-81.6864,0.0000,-62.9221,70.4891,-0.5026,75.0000
246.0000,45.2952,0.1047,-81.0722,0.0000,-62.9221,70.4891,-0.5006,75.0000
246.1000,44.9022,0.1046,-80.4556,0.0000,-62.9221,70.4891,-0.4986,75.0000
246.2000,44.5092,0.1045,-79.8368,0.0000,-62.9221,70.4891,-0.4967,75.0000
246.3000,44.1162,0.1044,-79.2156,0.0000,-62.9221,70.4891,-0.4947,75.0000
246.4000,43.7232,0.1043,-78.5923,0.0000,-62.9221,70.4891,-0.4928,75.0000
246.5000,43.3302,0.1042,-77.9667,0.0000,-62.9221,70.4891,-0.4908,75.0000
246.6000,42.9372,0.1041,-77.3388,0.0000,-62.9221,70.4891,-0.4888,75.0000
246.7000,42.5443,0.1040,-76.7088,0.0000,-62.9221,70.4891,-0.4869,75.0000
246.8000,42.1513,0.1039,-76.0766,0.0000,-62.9221,70.4891,-0.4849,75.0000
246.9000,41.7583,0.1038,-75.4423,0.0000,-62.9221,70.4891,-0.4830,75.0000
247.0000,41.3653,0.1038,-74.8059,0.0000,-62.7540,70.3260,-0.4810,74.8059
247.1000,40.9723,0.1037,-74.1673,0.0000,-62.2013,69.7899,-0.4791,74.1673
247.2000,40.5793,0.1036,-73.5266,0.0000,-61.6467,69.2519,-0.4771,73.5266
247.3000,40.1863,0.1036,-72.8839,0.0000,-61.0904,68.7123,-0.4752,72.8839
247.4000,39.7934,0.1035,-72.2392,0.0000,-60.5323,68.1709,-0.4733,72.2392
247.5000,39.4004,0.1035,-71.5924,0.0000,-59.9724,67.6278,-0.4714,71.5924
247.6000,39.0074,0.1034,-70.9436,0.0000,-59.4108,67.0831,-0.4696,70.9436
247.7000,38.6144,0.1033,-70.2929,0.0000,-58.8475,66.5367,-0.4677,70.2929
247.8000,38.2214,0.1033,-69.6402,0.0000,-58.2825,65.9886,-0.4659,69.6402
247.9000,37.8284,0.1033,-68.9855,0.0000,-57.7158,65.4389,-0.4640,68.9855
248.0000,37.4354,0.1032,-68.3289,0.0000,-57.1474,64.8876,-0.4622,68.3289
248.1000,37.0425,0.1032,-67.6705,0.0000,-56.5775,64.3347,-0.4604,67.6705
248.2000,36.6495,0.1031,-67.0101,0.0000,-56.0058,63.7803,-0.4587,67.0101
248.3000,36.2565,0.1031,-66.3479,0.0000,-55.4326,63.2243,-0.4569,66.3479
248.4000,35.8635,0.1031,-65.6839,0.0000,-54.8578,62.6667,-0.4551,65.6839
248.5000,35.4705,0.1030,-65.0180,0.0000,-54.2814,62.1076,-0.4534,65.0180
248.6000,35.0775,0.1030,-64.3504,0.0000,-53.7035,61.5470,-0.4517,64.3504
248.7000,34.6845,0.1030,-63.6810,0.0000,-53.1240,60.9849,-0.4500,63.6810
248.8000,34.2916,0.1030,-63.0098,0.0000,-52.5430,60.4214,-0.4483,63.0098
248.9000,33.8986,0.1029,-62.3369,0.0000,-51.9606,59.8564,-0.4466,62.3369
249.0000,33.5056,0.1029,-61.6623,0.0000,-51.3766,59.2899,-0.4450,61.6623
249.1000,33.1126,0.1029,-60.9860,0.0000,-50.7912,58.7220,-0.4433,60.9860
249.2000,32.7196,0.1029,-60.3080,0.0000,-50.2043,58.1528,-0.4417,60.3080
249.3000,32.3266,0.1029,-59.6284,0.0000,-49.6160,57.5821,-0.4401,59.6284
249.4000,31.9336,0.1029,-58.9471,0.0000,-49.0263,57.0101,-0.4385,58.9471
249.5000,31.5407,0.1028,-58.2642,0.0000,-48.4351,56.4367,-0.4369,58.2642
249.6000,31.1477,0.1028,-57.5798,0.0000,-47.8427,55.8620,-0.4354,57.5798
249.7000,30.7547,0.1028,-56.8937,0.0000,-47.2488,55.2860,-0.4338,56.8937
249.8000,30.3617,0.1028,-56.2062,0.0000,-46.6536,54.7086,-0.4323,56.2062
249.9000,29.9687,0.1028,-55.5171,0.0000,-46.0571,54.1300,-0.4308,55.5171
250.0000,29.5757,0.1028,-54.8264,0.0000,-45.4593,53.5501,-0.4293,54.8264
250.1000,29.1827,0.1028,-54.1343,0.0000,-44.8602,52.9690,-0.4278,54.1343
250.2000,28.7898,0.1028,-53.4408,0.0000,-44.2598,52.3866,-0.4264,53.4408
250.3000,28.3968,0.1028,-52.7458,0.0000,-43.6582,51.8031,-0.4249,52.7458
250.4000,28.0038,0.1028,-52.0493,0.0000,-43.0553,51.2183,-0.4235,52.0493
250.5000,27.6108,0.1028,-51.3515,0.0000,-42.4513,50.6323,-0.4221,51.3515
250.6000,27.2178,0.1028,-50.6522,0.0000,-41.8460,50.0452,-0.4207,50.6522
250.7000,26.8248,0.1028,-49.9516,0.0000,-41.2395,49.4569,-0.4193,49.9516
250.8000,26.4319,0.1029,-49.2497,0.0000,-40.6319,48.8675,-0.4179,49.2497
250.9000,26.0389,0.1029,-48.5464,0.0000,-40.0231,48.2770,-0.4166,48.5464
251.0000,25.6459,0.1029,-47.8418,0.0000,-39.4132,47.6854,-0.4152,47.8418
251.1000,25.2529,0.1029,-47.1359,0.0000,-38.8022,47.0927,-0.4139,47.1359
251.2000,24.8599,0.1029,-46.4288,0.0000,-38.1901,46.4990,-0.4126,46.4288
251.3000,24.4669,0.1029,-45.7204,0.0000,-37.5769,45.9042,-0.4113,45.7204
251.4000,24.0739,0.1029,-45.0108,0.0000,-36.9626,45.3083,-0.4101,45.0108
251.5000,23.6810,0.1029,-44.3000,0.0000,-36.3473,44.7115,-0.4088,44.3000
251.6000,23.2880,0.1029,-43.5880,0.0000,-35.7310,44.1137,-0.4076,43.5880
251.7000,22.8950,0.1030,-42.8748,0.0000,-35.1136,43.5148,-0.4064,42.8748
251.8000,22.5020,0.1030,-42.1605,0.0000,-34.4953,42.9151,-0.4052,42.1605
251.9000,22.1090,0.1030,-41.4451,0.0000,-33.8760,42.3143,-0.4040,41.4451
252.0000,21.7160,0.1030,-40.7285,0.0000,-33.2557,41.7127,-0.4028,40.7285
252.1000,21.3230,0.1030,-40.0109,0.0000,-32.6345,41.1101,-0.4017,40.0109
252.2000,20.9301,0.1030,-39.2922,0.0000,-32.0124,40.5067,-0.4005,39.2922
252.3000,20.5371,0.1031,-38.5724,0.0000,-31.3894,39.9023,-0.3994,38.5724
252.4000,20.1441,0.1031,-37.8517,0.0000,-30.7655,39.2971,-0.3983,37.8517
252.5000,19.7511,0.1031,-37.1299,0.0000,-30.1407,38.6911,-0.3972,37.1299
252.6000,19.3581,0.1031,-36.4071,0.0000,-29.5150,38.0842,-0.3962,36.4071
252.7000,18.9651,0.1031,-35.6834,0.0000,-28.8885,37.4765,-0.3951,35.6834
252.8000,18.5721,0.1032,-34.9587,0.0000,-28.2612,36.8680,-0.3941,34.9587
252.9000,18.1792,0.1032,-34.2331,0.0000,-27.6331,36.2588,-0.3931,34.2331
253.0000,17.7862,0.1032,-33.5066,0.0000,-27.0042,35.6487,-0.3921,33.5066
253.1000,17.3932,0.1032,-32.7792,0.0000,-26.3746,35.0380,-0.3911,32.7792
253.2000,17.0002,0.1032,-32.0509,0.0000,-25.7442,34.4265,-0.3901,32.0509
253.3000,16.6072,0.1033,-31.3218,0.0000,-25.1130,33.8143,-0.3892,31.3218
253.4000,16.2142,0.1033,-30.5919,0.0000,-24.4812,33.2014,-0.3883,30.5919
253.5000,15.8212,0.1033,-29.8611,0.0000,-23.8486,32.5878,-0.3873,29.8611
253.6000,15.4283,0.1033,-29.1296,0.0000,-23.2154,31.9735,-0.3864,29.1296
253.7000,15.0353,0.1033,-28.3973,0.0000,-22.5815,31.3586,-0.3856,28.3973
253.8000,14.6423,0.1033,-27.6642,0.0000,-21.9469,30.7431,-0.3847,27.6642
253.9000,14.2493,0.1034,-26.9304,0.0000,-21.3117,30.1270,-0.3839,26.9304
254.0000,13.8563,0.1034,-26.1959,0.0000,-20.6759,29.5102,-0.3830,26.1959
254.1000,13.4633,0.1034,-25.4607,0.0000,-20.0395,28.8929,-0.3822,25.4607
254.2000,13.0703,0.1034,-24.7248,0.0000,-19.4025,28.2751,-0.3814,24.7248
254.3000,12.6774,0.1034,-23.9883,0.0000,-18.7650,27.6566,-0.3806,23.9883
254.4000,12.2844,0.1035,-23.2512,0.0000,-18.1269,27.0377,-0.3799,23.2512
254.5000,11.8914,0.1035,-22.5134,0.0000,-17.4883,26.4182,-0.3791,22.5134
254.6000,11.4984,0.1035,-21.7751,0.0000,-16.8491,25.7983,-0.3784,21.7751
254.7000,11.1054,0.1035,-21.0362,0.0000,-16.2095,25.1778,-0.3777,21.0362
254.8000,10.7124,0.1035,-20.2967,0.0000,-15.5694,24.5569,-0.3770,20.2967
254.9000,10.3194,0.1035,-19.5567,0.0000,-14.9288,23.9356,-0.3763,19.5567
255.0000,9.9265,0.1036,-18.8162,0.0000,-14.2878,23.3138,-0.3757,18.8162
255.1000,9.5335,0.1036,-18.0751,0.0000,-13.6464,22.6916,-0.3751,18.0751
255.2000,9.1405,0.1036,-17.3337,0.0000,-13.0045,22.0690,-0.3744,17.3337
255.3000,8.7475,0.1036,-16.5917,0.0000,-12.3623,21.4460,-0.3738,16.5917
255.4000,8.3545,0.1036,-15.8493,0.0000,-11.7196,20.8227,-0.3732,15.8493
255.5000,7.9615,0.1036,-15.1065,0.0000,-10.9760,20.1014,-0.3727,14.9903
255.6000,7.5685,0.1036,-14.3634,0.0000,-9.3604,18.5342,-0.3721,13.1239
255.7000,7.1756,0.1036,-13.6198,0.0000,-7.8457,17.0649,-0.3716,11.3740
255.8000,6.7826,0.1037,-12.8759,0.0000,-6.4319,15.6936,-0.3712,9.7408
255.9000,6.3896,0.1037,-12.1316,0.0000,-5.1191,14.4202,-0.3708,8.2242
256.0000,5.9966,0.1037,-11.3433,0.0000,-3.8848,13.2228,-0.3704,6.7982
256.1000,5.6064,0.1037,-10.4427,0.0000,-2.7120,12.0853,-0.3700,5.4435
256.2000,5.2244,0.1037,-9.4326,0.0000,-1.6325,11.0382,-0.3697,4.1964
256.3000,4.8559,0.1037,-8.3627,0.0000,-0.6869,10.1209,-0.3694,3.1040
256.4000,4.5054,0.1037,-7.2747,0.0000,0.1040,9.3537,-0.3691,2.1903
256.5000,4.1776,0.1037,-6.2326,0.0000,0.7294,8.7471,-0.3689,1.4678
256.6000,3.8735,0.1037,-5.3078,0.0000,1.1973,8.2932,-0.3687,0.9273
256.7000,3.5916,0.1037,-4.4511,0.0000,1.5441,7.9569,-0.3684,0.5267
256.8000,3.3371,0.1037,-3.6736,0.0000,1.7856,7.7226,-0.3682,0.2477
256.9000,3.1075,0.1037,-3.0285,0.0000,1.9436,7.5693,-0.3680,0.0651
257.0000,2.9007,0.1038,-2.4933,0.0000,2.0000,7.5146,-0.3678,0.0000
257.1000,2.7146,0.1038,-2.0490,0.0000,2.0000,7.5146,-0.3676,0.0000
257.2000,2.5474,0.1038,-1.7261,0.0000,2.0000,7.5146,-0.3674,0.0000
257.3000,2.3904,0.1038,-1.4934,0.0000,2.0000,7.5146,-0.3672,0.0000
257.4000,2.2432,0.1038,-1.2902,0.0000,2.0000,7.5146,-0.3670,0.0000
257.5000,2.1050,0.1038,-1.1127,0.0000,2.0000,7.5146,-0.3667,0.0000
257.6000,1.9753,0.1038,-0.9579,0.0000,2.0000,7.5146,-0.3665,0.0000
257.7000,1.8536,0.1038,-0.8229,0.0000,2.0000,7.5146,-0.3663,0.0000
257.8000,1.7394,0.1038,-0.7053,0.0000,2.0000,7.5146,-0.3661,0.0000
257.9000,1.6322,0.1038,-0.6029,0.0000,2.0000,7.5146,-0.3659,0.0000
258.0000,1.5317,0.1038,-0.5139,0.0000,2.0000,7.5146,-0.3657,0.0000
258.1000,1.4373,0.1038,-0.4366,0.0000,2.0000,7.5146,-0.3655,0.0000
258.2000,1.3488,0.1038,-0.3694,0.0000,2.0000,7.5146,-0.3653,0.0000
258.3000,1.2657,0.1038,-0.3113,0.0000,2.0000,7.5146,-0.3651,0.0000
258.4000,1.1877,0.1038,-0.2609,0.0000,2.0000,7.5146,-0.3649,0.0000
258.5000,1.1145,0.1038,-0.2173,0.0000,2.0000,7.5146,-0.3647,0.0000
258.6000,1.0459,0.1038,-0.1797,0.0000,2.0000,7.5146,-0.3645,0.0000
258.7000,0.9814,0.1038,-0.1474,0.0000,2.0000,7.5146,-0.3642,0.0000
258.8000,0.9210,0.1038,-0.1195,0.0000,2.0000,7.5146,-0.3640,0.0000
258.9000,0.8642,0.1038,-0.0956,0.0000,2.0000,7.5146,-0.3638,0.0000
259.0000,0.8110,0.1038,-0.0752,0.0000,2.0000,7.5146,-0.3636,0.0000
259.1000,0.7610,0.1038,-0.0578,0.0000,2.0000,7.5146,-0.3634,0.0000
259.2000,0.7141,0.1038,-0.0429,0.0000,2.0000,7.5146,-0.3632,0.0000
259.3000,0.6701,0.1038,-0.0303,0.0000,2.0000,7.5146,-0.3630,0.0000
259.4000,0.6288,0.1038,-0.0197,0.0000,2.0000,7.5146,-0.3628,0.0000
259.5000,0.5901,0.1038,-0.0108,0.0000,2.0000,7.5146,-0.3626,0.0000
259.6000,0.5538,0.1038,-0.0034,0.0000,2.0000,7.5146,-0.3624,0.0000
259.7000,0.5196,0.1038,0.0028,0.0000,2.0033,7.5115,-0.3622,0.0000
259.8000,0.4876,0.1038,0.0079,0.0000,2.0091,7.5058,-0.3619,0.0000
259.9000,0.4576,0.1038,0.0121,0.0000,2.0139,7.5011,-0.3617,0.0000
260.0000,0.4294,0.1038,0.0154,0.0000,2.0178,7.4974,-0.3615,0.0000
260.1000,0.4029,0.1038,0.0180,0.0000,2.0208,7.4944,-0.3613,0.0000
