t_s,v_kmh,v_ms,grade_pct,dist_m,P_wheel_kW
1333.0000,30.3443,8.4290,0.0000,7459.8034,8.4734
1334.0000,30.3386,8.4274,0.0000,7468.2387,4.8436
1335.0000,30.1967,8.3880,0.0000,7476.6484,4.0648
1336.0000,30.1231,8.3675,0.0000,7485.0240,5.7011
1337.0000,30.1506,8.3752,0.0000,7493.3944,6.6685
1338.0000,30.0921,8.3589,0.0000,7501.7660,4.3184
1339.0000,29.9116,8.3088,0.0000,7510.1009,3.1679
1340.0000,29.6654,8.2404,0.0000,7518.3775,1.2973
1341.0000,29.3127,8.1424,0.0000,7526.5694,0.5325
1342.0000,27.5479,7.6522,0.0000,7534.5921,-69.3461
1343.0000,22.4119,6.2255,0.0000,7541.5309,-56.7280
1344.0000,17.2760,4.7989,0.0000,7547.0431,-43.9183
1345.0000,12.1400,3.3722,0.0000,7551.1287,-30.9610
1346.0000,7.0041,1.9456,0.0000,7553.7876,-17.8999
1347.0000,2.7995,0.7776,0.0000,7555.0832,-3.4841
1348.0000,1.0855,0.3015,0.0000,7555.5861,-0.4163
1349.0000,0.4209,0.1169,0.0000,7555.7811,-0.0209
1350.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1351.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1352.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1353.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1354.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1355.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1356.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1357.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1358.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1359.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1360.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1361.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1362.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1363.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1364.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1365.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1366.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1367.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1368.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1369.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1370.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1371.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1372.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1373.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1374.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1375.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1376.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1377.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1378.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1379.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1380.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1381.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1382.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1383.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1384.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1385.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1386.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1387.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1388.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1389.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1390.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1391.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1392.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1393.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1394.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1395.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1396.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1397.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1398.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1399.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1400.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1401.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1402.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1403.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1404.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1405.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1406.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1407.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1408.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1409.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1410.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1411.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1412.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1413.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1414.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1415.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1416.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1417.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1418.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1419.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1420.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1421.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1422.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1423.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1424.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1425.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1426.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1427.0000,0.0000,0.0000,0.0000,7555.8440,0.0000
1428.0000,0.4089,0.1136,0.0000,7555.8554,0.5827
1429.0000,3.7472,1.0409,0.0000,7556.4241,7.3650
1430.0000,7.1430,1.9842,0.0000,7557.9371,13.9760
1431.0000,10.5032,2.9176,0.0000,7560.3892,20.2878
1432.0000,13.7882,3.8301,0.0000,7563.7653,25.9688
1433.0000,16.9474,4.7076,0.0000,7568.0376,30.6329
1434.0000,19.9256,5.5349,0.0000,7573.1637,33.9329
1435.0000,22.6699,6.2972,0.0000,7579.0856,35.6594
1436.0000,25.1212,6.9781,0.0000,7585.7320,32.4955
1437.0000,26.6230,7.3953,0.0000,7592.9343,22.4807
1438.0000,27.5742,7.6595,0.0000,7600.4717,16.2398
1439.0000,28.1648,7.8236,0.0000,7608.2164,13.9872
1440.0000,28.6692,7.9637,0.0000,7616.1133,12.4316
1441.0000,29.1472,8.0964,0.0000,7624.1431,11.7206
1442.0000,29.3878,8.1633,0.0000,7632.2752,8.6183
1443.0000,29.4037,8.1677,0.0000,7640.4443,5.8106
1444.0000,29.3520,8.1533,0.0000,7648.6045,5.5334
1445.0000,29.2995,8.1387,0.0000,7656.7498,5.4576
1446.0000,29.1990,8.1108,0.0000,7664.8772,3.8512
1447.0000,29.0820,8.0783,0.0000,7672.9709,4.7609
1448.0000,29.0367,8.0657,0.0000,7681.0436,4.9153
1449.0000,28.9724,8.0479,0.0000,7689.1001,5.1296
1450.0000,28.9773,8.0492,0.0000,7697.1450,7.6072
1451.0000,29.1243,8.0901,0.0000,7705.2137,8.5996
1452.0000,29.3528,8.1536,0.0000,7713.3323,11.3686
1453.0000,27.0883,7.5245,0.0000,7721.3067,-52.5588
1454.0000,23.0444,6.4012,0.0000,7728.2696,-44.9648
1455.0000,19.0005,5.2779,0.0000,7734.1091,-37.2487
1456.0000,14.9566,4.1546,0.0000,7738.8254,-29.4319
1457.0000,10.9126,3.0313,0.0000,7742.4183,-21.5359
1458.0000,6.8687,1.9080,0.0000,7744.8880,-13.5820
1459.0000,3.3801,0.9389,0.0000,7746.2697,-3.8434
1460.0000,1.6366,0.4546,0.0000,7746.9377,-0.7647
1461.0000,0.7925,0.2201,0.0000,7747.2612,-0.1131
1462.0000,0.3837,0.1066,0.0000,7747.4178,0.0055
1463.0000,0.0000,0.0000,0.0000,7747.4911,-0.0000
1464.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1465.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1466.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1467.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1468.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1469.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1470.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1471.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1472.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1473.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1474.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1475.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1476.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1477.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1478.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1479.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1480.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1481.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1482.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1483.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1484.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1485.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1486.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1487.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1488.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1489.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1490.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1491.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1492.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1493.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1494.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1495.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1496.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1497.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1498.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1499.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1500.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1501.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1502.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1503.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1504.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1505.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1506.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1507.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1508.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1509.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1510.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1511.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1512.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1513.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1514.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1515.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1516.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1517.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1518.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1519.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1520.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1521.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1522.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1523.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1524.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1525.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1526.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1527.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1528.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1529.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1530.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1531.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1532.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1533.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1534.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1535.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1536.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1537.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1538.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1539.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1540.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1541.0000,0.0000,0.0000,0.0000,7747.4911,0.0000
1542.0000,3.7906,1.0529,0.0000,7747.9743,9.0707
1543.0000,7.9986,2.2218,0.0000,7749.6118,19.1279
1544.0000,12.1917,3.3866,0.0000,7752.4166,29.0611
1545.0000,16.3508,4.5419,0.0000,7756.3819,38.6799
1546.0000,20.4493,5.6804,0.0000,7761.4947,47.7200
1547.0000,24.4548,6.7930,0.0000,7767.7340,55.8701
1548.0000,28.2894,7.8582,0.0000,7775.0669,59.7445
1549.0000,31.5865,8.7740,0.0000,7783.3961,57.4549
1550.0000,34.3924,9.5534,0.0000,7792.5695,55.2004
1551.0000,36.8252,10.2292,0.0000,7802.4684,53.0090
1552.0000,38.9609,10.8225,0.0000,7813.0004,50.9031
1553.0000,40.8529,11.3480,0.0000,7824.0907,48.8980
1554.0000,42.5404,11.8168,0.0000,7835.6774,47.0026
1555.0000,44.0537,12.2371,0.0000,7847.7081,45.2212
1556.0000,45.4167,12.6157,0.0000,7860.1377,43.9814
1557.0000,46.6821,12.9672,0.0000,7872.9366,38.5897
1558.0000,47.4417,13.1782,0.0000,7886.0211,26.9920
1559.0000,47.8674,13.2965,0.0000,7899.2637,21.9367
1560.0000,48.0743,13.3540,0.0000,7912.5948,17.4301
1561.0000,48.2263,13.3962,0.0000,7925.9715,17.0304
1562.0000,48.4215,13.4504,0.0000,7939.3917,20.1463
1563.0000,48.5666,13.4907,0.0000,7952.8689,14.1579
1564.0000,48.5162,13.4767,0.0000,7966.3545,12.1417
1565.0000,48.4141,13.4484,0.0000,7979.8187,10.8506
1566.0000,48.3123,13.4201,0.0000,7993.2512,11.8500
1567.0000,48.2407,13.4002,0.0000,8006.6602,13.6380
1568.0000,48.3080,13.4189,0.0000,8020.0697,13.0925
1569.0000,48.2991,13.4164,0.0000,8033.4828,16.0463
1570.0000,48.3811,13.4392,0.0000,8046.9128,14.7398
1571.0000,48.4273,13.4520,0.0000,8060.3589,14.7666
1572.0000,48.4886,13.4691,0.0000,8073.8180,16.8481
1573.0000,48.6114,13.5032,0.0000,8087.3040,18.1679
1574.0000,48.7127,13.5313,0.0000,8100.8273,14.1070
1575.0000,48.7152,13.5320,0.0000,8114.3591,14.1175
1576.0000,48.7302,13.5362,0.0000,8127.8923,15.6595
1577.0000,48.8315,13.5643,0.0000,8141.4403,18.4822
1578.0000,48.9898,13.6083,0.0000,8155.0249,20.9359
1579.0000,49.2076,13.6688,0.0000,8168.6673,17.8484
1580.0000,49.4198,13.7277,0.0000,8182.3609,21.5067
1581.0000,49.6339,13.7872,0.0000,8196.1207,19.0712
1582.0000,49.7690,13.8247,0.0000,8209.9280,17.5191
1583.0000,49.8542,13.8484,0.0000,8223.7655,16.5352
1584.0000,49.9070,13.8631,0.0000,8237.6219,15.7885
1585.0000,49.9403,13.8723,0.0000,8251.4898,15.5065
1586.0000,49.9301,13.8695,0.0000,8265.3625,12.8432
1587.0000,49.8973,13.8604,0.0000,8279.2259,13.6693
1588.0000,49.8316,13.8421,0.0000,8293.0754,15.6064
1589.0000,49.8875,13.8576,0.0000,8306.9251,16.1505
1590.0000,49.9290,13.8692,0.0000,8320.7889,15.6694
1591.0000,49.9552,13.8764,0.0000,8334.6620,15.3654
1592.0000,49.9708,13.8808,0.0000,8348.5409,15.0515
1593.0000,49.9380,13.8717,0.0000,8362.4189,13.9839
1594.0000,49.9495,13.8749,0.0000,8376.2909,15.4317
1595.0000,49.9477,13.8744,0.0000,8390.1678,12.4720
1596.0000,49.9097,13.8638,0.0000,8404.0343,13.2386
1597.0000,49.7748,13.8263,0.0000,8417.8805,11.5009
1598.0000,49.7505,13.8196,0.0000,8431.6979,17.4636
1599.0000,49.8424,13.8451,0.0000,8445.5312,16.5762
1600.0000,49.8982,13.8606,0.0000,8459.3844,16.0266
1601.0000,49.9357,13.8710,0.0000,8473.2507,15.5911
1602.0000,49.9595,13.8776,0.0000,8487.1252,15.3159
1603.0000,49.9744,13.8818,0.0000,8501.0051,15.1422
1604.0000,49.9839,13.8844,0.0000,8514.8883,15.0325
1605.0000,49.9898,13.8861,0.0000,8528.7736,14.9632
1606.0000,49.9936,13.8871,0.0000,8542.6602,14.9195
1607.0000,49.9959,13.8878,0.0000,8556.5477,14.8920
1608.0000,49.9974,13.8882,0.0000,8570.4357,14.8746
1609.0000,49.9984,13.8884,0.0000,8584.3240,14.8636
1610.0000,49.9990,13.8886,0.0000,8598.2125,14.8566
1611.0000,49.9994,13.8887,0.0000,8612.1012,14.8523
1612.0000,49.9996,13.8888,0.0000,8625.9899,14.8495
1613.0000,49.9997,13.8888,0.0000,8639.8787,14.8478
1614.0000,49.9998,13.8888,0.0000,8653.7675,14.8467
1615.0000,49.9999,13.8889,0.0000,8667.6564,14.8460
1616.0000,49.9999,13.8889,0.0000,8681.5453,14.8455
1617.0000,50.0000,13.8889,0.0000,8695.4341,14.8453
1618.0000,50.0000,13.8889,0.0000,8709.3230,14.8451
1619.0000,50.0000,13.8889,0.0000,8723.2119,14.8450
1620.0000,50.0000,13.8889,0.0000,8737.1008,14.8449
1621.0000,50.0000,13.8889,0.0000,8750.9897,14.8449
1622.0000,50.0000,13.8889,0.0000,8764.8786,14.8448
1623.0000,50.0000,13.8889,0.0000,8778.7674,14.8448
1624.0000,50.0000,13.8889,0.0000,8792.6563,14.8448
1625.0000,50.0000,13.8889,0.0000,8806.5452,14.8448
1626.0000,50.0000,13.8889,0.0000,8820.4341,14.8448
1627.0000,50.0000,13.8889,0.0000,8834.3230,14.8448
1628.0000,50.0000,13.8889,0.0000,8848.2119,14.8448
1629.0000,50.0000,13.8889,0.0000,8862.1008,14.8448
1630.0000,50.0000,13.8889,0.0000,8875.9897,14.8448
1631.0000,49.9668,13.8797,0.0000,8889.8766,11.9944
1632.0000,49.7364,13.8157,0.0000,8903.7297,7.5155
1633.0000,49.5385,13.7607,0.0000,8917.5155,10.3570
1634.0000,49.3617,13.7116,0.0000,8931.2513,9.7685
1635.0000,49.2225,13.6729,0.0000,8944.9391,13.7597
1636.0000,49.2250,13.6736,0.0000,8958.6114,15.6462
1637.0000,49.3352,13.7042,0.0000,8972.2997,16.0135
1638.0000,49.2535,13.6815,0.0000,8985.9992,10.0020
1639.0000,49.0817,13.6338,0.0000,8999.6574,10.3818
1640.0000,48.9387,13.5941,0.0000,9013.2732,9.1003
1641.0000,48.7188,13.5330,0.0000,9026.8381,9.6032
1642.0000,48.6802,13.5223,0.0000,9040.3616,14.8467
1643.0000,48.7482,13.5412,0.0000,9053.8909,16.6088
1644.0000,48.8421,13.5672,0.0000,9067.4446,16.8843
1645.0000,48.9724,13.6035,0.0000,9081.0283,18.5544
1646.0000,49.1065,13.6407,0.0000,9094.6531,15.2355
1647.0000,49.1720,13.6589,0.0000,9108.2979,19.4469
1648.0000,49.3869,13.7186,0.0000,9121.9876,19.9654
1649.0000,49.5948,13.7763,0.0000,9135.7368,18.0034
1650.0000,49.6839,13.8011,0.0000,9149.5257,15.9116
1651.0000,49.7526,13.8202,0.0000,9163.3330,17.7075
1652.0000,49.8439,13.8455,0.0000,9177.1669,16.6545
1653.0000,49.9014,13.8615,0.0000,9191.0210,15.8869
1654.0000,49.7774,13.8270,0.0000,9204.8729,9.2558
1655.0000,49.6384,13.7884,0.0000,9218.6804,9.9676
1656.0000,49.4529,13.7369,0.0000,9232.4428,9.5449
1657.0000,49.2832,13.6898,0.0000,9246.1538,11.9120
1658.0000,49.2492,13.6803,0.0000,9259.8342,15.9186
1659.0000,49.3048,13.6958,0.0000,9273.5219,15.8890
1660.0000,49.2792,13.6887,0.0000,9287.2148,15.0201
1661.0000,49.2663,13.6851,0.0000,9300.9032,13.9222
1662.0000,49.3512,13.7087,0.0000,9314.5921,20.7827
1663.0000,49.4826,13.7452,0.0000,9328.3243,14.7865
1664.0000,49.4167,13.7269,0.0000,9342.0643,10.6539
1665.0000,49.2683,13.6856,0.0000,9355.7689,11.5474
1666.0000,49.3903,13.7195,0.0000,9369.4607,21.7497
1667.0000,49.6112,13.7809,0.0000,9383.2135,19.0913
1668.0000,49.7537,13.8205,0.0000,9397.0155,17.6945
1669.0000,49.8446,13.8457,0.0000,9410.8496,16.6463
1670.0000,49.9019,13.8617,0.0000,9424.7039,15.9829
1671.0000,49.9023,13.8617,0.0000,9438.5676,14.0699
1672.0000,49.9226,13.8674,0.0000,9452.4308,15.1787
1673.0000,49.8885,13.8579,0.0000,9466.2927,15.5165
1674.0000,49.8755,13.8543,0.0000,9480.1524,11.4576
1675.0000,49.7340,13.8150,0.0000,9493.9841,12.7964
1676.0000,49.6728,13.7980,0.0000,9507.7900,13.8568
1677.0000,49.6880,13.8022,0.0000,9521.5879,16.8059
1678.0000,49.7955,13.8321,0.0000,9535.4051,17.2137
1679.0000,49.8678,13.8522,0.0000,9549.2480,16.3780
1680.0000,49.9166,13.8657,0.0000,9563.1075,15.8132
1681.0000,49.9474,13.8743,0.0000,9576.9778,15.4563
1682.0000,49.9668,13.8797,0.0000,9590.8550,15.2308
1683.0000,49.9779,13.8827,0.0000,9604.7364,14.9898
1684.0000,49.9819,13.8839,0.0000,9618.6199,14.2996
1685.0000,49.9107,13.8641,0.0000,9632.4945,13.1685
1686.0000,49.8872,13.8576,0.0000,9646.3560,12.4891
1687.0000,49.8781,13.8550,0.0000,9660.2100,14.7271
1688.0000,49.8576,13.8493,0.0000,9674.0622,14.6561
1689.0000,49.8433,13.8454,0.0000,9687.9136,11.9854
1690.0000,49.8000,13.8333,0.0000,9701.7488,15.6585
1691.0000,49.7968,13.8324,0.0000,9715.5820,14.1533
1692.0000,49.8484,13.8468,0.0000,9729.4191,16.6026
1693.0000,49.9043,13.8623,0.0000,9743.2742,15.9552
1694.0000,49.9396,13.8721,0.0000,9757.1418,15.5460
1695.0000,49.9619,13.8783,0.0000,9771.0173,15.2875
1696.0000,49.9760,13.8822,0.0000,9784.8977,15.1242
1697.0000,49.9848,13.8847,0.0000,9798.7812,15.0211
1698.0000,49.9904,13.8862,0.0000,9812.6667,14.9561
1699.0000,49.9940,13.8872,0.0000,9826.5535,14.9150
1700.0000,49.9962,13.8878,0.0000,9840.4410,14.8891
1701.0000,49.9976,13.8882,0.0000,9854.3291,14.8728
1702.0000,49.9985,13.8885,0.0000,9868.2174,14.8624
1703.0000,49.9990,13.8886,0.0000,9882.1060,14.8559
1704.0000,49.9994,13.8887,0.0000,9895.9947,14.8518
1705.0000,49.9996,13.8888,0.0000,9909.8834,14.8492
1706.0000,49.9998,13.8888,0.0000,9923.7722,14.8476
1707.0000,49.9998,13.8888,0.0000,9937.6611,14.8466
1708.0000,49.9999,13.8889,0.0000,9951.5499,14.8459
1709.0000,49.9999,13.8889,0.0000,9965.4388,14.8455
1710.0000,50.0000,13.8889,0.0000,9979.3276,14.8452
1711.0000,50.0000,13.8889,0.0000,9993.2165,14.8451
1712.0000,50.0000,13.8889,0.0000,10007.1054,14.8450
1713.0000,49.9995,13.8887,0.0000,10020.9943,14.8312
1714.0000,49.9736,13.8816,0.0000,10034.8800,14.7090
1715.0000,49.9822,13.8839,0.0000,10048.7626,15.0522
1716.0000,49.9887,13.8858,0.0000,10062.6475,14.9757
1717.0000,49.9929,13.8869,0.0000,10076.5339,14.9274
1718.0000,49.9955,13.8876,0.0000,10090.4212,14.8969
1719.0000,49.9640,13.8789,0.0000,10104.3047,15.1301
1720.0000,49.9190,13.8664,0.0000,10118.1792,13.1476
1721.0000,49.8349,13.8430,0.0000,10132.0323,14.5288
1722.0000,49.8811,13.8559,0.0000,10145.8807,16.2246
1723.0000,49.9250,13.8680,0.0000,10159.7431,15.7162
1724.0000,49.9526,13.8757,0.0000,10173.6153,15.3950
1725.0000,49.9701,13.8806,0.0000,10187.4936,15.1921
1726.0000,49.9811,13.8837,0.0000,10201.3759,15.0640
1727.0000,49.9881,13.8856,0.0000,10215.2605,14.9831
1728.0000,49.9925,13.8868,0.0000,10229.1468,14.9321
1729.0000,49.9953,13.8876,0.0000,10243.0340,14.8999
1730.0000,49.9970,13.8881,0.0000,10256.9218,14.8796
1731.0000,49.9981,13.8884,0.0000,10270.8101,14.8667
1732.0000,49.9988,13.8886,0.0000,10284.6985,14.8586
1733.0000,49.9992,13.8887,0.0000,10298.5872,14.8535
1734.0000,49.9995,13.8888,0.0000,10312.4759,14.8503
1735.0000,49.9997,13.8888,0.0000,10326.3647,14.8483
1736.0000,49.9998,13.8888,0.0000,10340.2535,14.8470
1737.0000,49.9999,13.8889,0.0000,10354.1423,14.8462
1738.0000,49.9589,13.8775,0.0000,10368.0283,13.3737
1739.0000,49.9420,13.8728,0.0000,10381.9028,14.7938
1740.0000,49.9572,13.8770,0.0000,10395.7771,15.3421
1741.0000,49.9674,13.8798,0.0000,10409.6558,15.2009
1742.0000,49.9753,13.8820,0.0000,10423.5372,15.0076
1743.0000,49.9844,13.8846,0.0000,10437.4206,15.0257
1744.0000,49.9541,13.8762,0.0000,10451.3015,14.8468
1745.0000,49.9695,13.8804,0.0000,10465.1797,15.1995
1746.0000,49.9807,13.8835,0.0000,10479.0618,15.0686
1747.0000,49.9879,13.8855,0.0000,10492.9464,14.9861
1748.0000,49.9923,13.8868,0.0000,10506.8326,14.9339
1749.0000,49.9952,13.8875,0.0000,10520.7198,14.8984
1750.0000,49.9318,13.8699,0.0000,10534.6017,13.1880
1751.0000,49.8745,13.8540,0.0000,10548.4650,12.7414
1752.0000,49.4109,13.7253,0.0000,10562.3030,-57.9388
1753.0000,45.5137,12.6427,0.0000,10575.4971,-83.4276
1754.0000,41.5359,11.5377,0.0000,10587.5873,-76.9130
1755.0000,37.5581,10.4328,0.0000,10598.5726,-70.1854
1756.0000,33.5803,9.3278,0.0000,10608.4529,-63.2652
1757.0000,29.6024,8.2229,0.0000,10617.2283,-56.1729
1758.0000,25.6246,7.1179,0.0000,10624.8987,-48.9287
1759.0000,21.6468,6.0130,0.0000,10631.4642,-41.5531
1760.0000,17.6690,4.9080,0.0000,10636.9247,-34.0666
1761.0000,13.6911,3.8031,0.0000,10641.2803,-26.4894
1762.0000,9.7133,2.6981,0.0000,10644.5309,-18.8420
1763.0000,5.7364,1.5934,0.0000,10646.6766,-11.0168
1764.0000,2.5171,0.6992,0.0000,10647.7908,-2.9837
1765.0000,0.9176,0.2549,0.0000,10648.2315,-0.3022
1766.0000,0.3345,0.0929,0.0000,10648.3921,-0.0058
1767.0000,0.0000,0.0000,0.0000,10648.4315,0.0000
